Cidade,Bairro,Categoria,Anuncio,id
Rio de Janeiro,Guaratiba,Oportunidades de EMPREGO,PRECISA-SE DE PROTÉTICO - COM URGÊNCIA,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57683
Rio de Janeiro,Madureira,Oportunidades de EMPREGO,Clínico Geral ou Odontopediatra para atender crianças de todas as idades particular e planos para início imediato. Colocar no assunto do email: Vaga Criança,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57713
Rio de Janeiro,Sao Joao de Meriti,Oportunidades de EMPREGO,Vaga para cirurgião dentista clínico geral para trabalhar em clínica com excelente localização 6 consultórios  laboratório de prótese e ampla recepção no centro de São Joao de Meriti. ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57685
Rio de Janeiro,Rio de Janeiro ,Oportunidades de EMPREGO,Empresa de grande porte seleciona Recepcionista com experiência e que tenha perfil de Venda e conheça profundamente convênios .Tem que ter experiência em VENDAS e CONVÊNIOS ! Interessados enviar WhatsApp 21 99952-3700,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57688
Rio de Janeiro,Freguesia jacarepagua,Oportunidades de EMPREGO,Clínico Geral com experiência em exodontias e próteses p/ trab em clínica com movimento no centro da Freg de seg a sexta. Início imediato.Currículo p/ cdadentistas@hotmail.com,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57710
Rio de Janeiro,santa cruz,Oportunidades de EMPREGO,DENTISTAS EXPRESS contrata ORTODONTISTAS! Excelente OPORTUNIDADE! Enviar currículo para o email e marcar entrevista com LUCIANA,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57711
Rio de Janeiro,Bangu,Oportunidades de EMPREGO,Clínica há 10 anos em Bangu seleciona para atendimento apenas particular clínico geral de 2 a 7 anos de formado atender toda quinta e sexta em horário comercial. Ótimo movimento. Requisito: bom relacionamento interpessoal Capacidade de venda. ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57717
Rio de Janeiro,Freguesia - Jacarepaguá,Oportunidades de EMPREGO,Buscamos uma ASB que goste de pessoas EXTREMAMENTE simpática pois além do seu trabalho tradicional precisará apoiar a recepcionista no trabalho do dia a dia. Se você tem esse perfil envie o currículo para a nossa equipe e faça parte desse time.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57722
Rio de Janeiro,Campo Grande ,Oportunidades de EMPREGO,Vaga para dentista especialista em cirurgia para atendimento de exodontias de dentes simples e sisos. Particular e convênio. Interessados chamar no wpp 979851112 Renato,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57725
Rio de Janeiro,Itanhangá,Oportunidades de EMPREGO,presciso de clinico que faça todos os tipos de trabalho.terças e quintas .por favor enviar curriculo  para o email acima.clinica fica na tijuquinha.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57726
Rio de Janeiro,Campo Grande,Oportunidades de EMPREGO,Preciso de clínico geral com experiência pra atender convênios e particular para clínica Campo Grande. Mínimo 2 anos de formado. Chamar no Whatsapp  964018555,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57736
Rio de Janeiro,Realengo ,Oportunidades de EMPREGO,Preciso clínico geral com experiência em prótese mínimo 2 anos de formado para atendimento de pacientes particulares. Quarta quinta e sábado. Chamar no Whatsapp 964018555,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57737
Rio de Janeiro,Tijuca / Grajaú ,Oportunidades de EMPREGO,Clínica odontológica na Tijuca seleciona dentista clínico geral para atender deSegunda a sábado .horario de 9 as 18 interessados enviar curriculum para dradaniellesant@gnail.com ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57741
Rio de Janeiro,Madureira,Oportunidades de EMPREGO,Clínico Geral para atender planos e particulares para início imediato. Já com cartela de pacientes. Enviar currículo apenas por email.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57750
Rio de Janeiro,Campo Grande,Oportunidades de EMPREGO,Precisa-se de recepcionista com experiencia em convênios. Idade acima dos 40 anos. Favor enviar curriculum para espacodental@gmail.com,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57754
Rio de Janeiro,vargem grande,Oportunidades de EMPREGO,oportunidade de emprego para ASBcom ou sem experiencia!contato:96423-9800 ou 970120045.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57760
Rio de Janeiro,vargem grande,Oportunidades de EMPREGO,oportunidade de emprego para recepcionista.com o sem experiencia.contato 964239800 ou 970120045! ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57761
Rio de Janeiro,Centro,Oportunidades de EMPREGO,Preciso de ASB diarista enviar CV e whatssapp 21999983540,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57763
Rio de Janeiro,CAMPO GRANDE,Oportunidades de EMPREGO,Clinico Geral para trabalhar em Clínica em Campo Grande. Mandar currículo para email: facilidente@yahoo.com.br,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57765
Rio de Janeiro,tijuca,Oportunidades de EMPREGO,ofereço vaga para ASB/recepcionista com experiencia em plano de saúde dinamica atenciosa e comprometida. Por favor enviar curriculo por email.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57782
Rio de Janeiro,BARRA DA TIJUCA,Oportunidades de EMPREGO,ESTAMOS CONTRATANDO RECEPCIONISTAS PARA CLÍNICA DR. RAFAEL SANTOS. TAREFAS: ORGANIZAÇÃO DAS AGENDAS DOS DENTISTAS CONFIRMAÇÃO DE CONSULTAS ATENDIMENTOS PORTA E TELEFONES. QUE TENHA UMA BOA COMUNICAÇÃO E ORGANIZAÇÃO(SELEÇÃO SOMENTE POR E-MAIL),http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57792
Rio de Janeiro,centro,Oportunidades de EMPREGO,clinica centro necessita dentista para atendimento em emergencia em horario comercial.Interessado enviar curriculum para contatosorrirdente@gmail.com,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57793
Rio de Janeiro,Campo Grande,Oportunidades de EMPREGO,ENDODONTISTA para atendimento de plano e particular em clinica de bom padrão  com bastante movimento  dias a combinar. enviar email ou watsapp:991459156,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57796
Rio de Janeiro,Campo Grande,Oportunidades de EMPREGO,CLINICO GERAL para atendimentos de planos e particular em clinica de bom padrão com bastante movimentointeressados enviar email ou watsapp:991459156,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57797
Rio de Janeiro,Campo Grande,Oportunidades de EMPREGO,CLÍNICO GERAL/PROTESISTA/ORTODONTISTA/ODONTOPEDIATRA ==> Trabalho aos sábados de 08:00 às 14:00. Clínica em pavimento térreo (frente a Igreja de Santana/Estrada do Mendanha). Profissional que atenda como clínico geral e em sua especialidade.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57802
Rio de Janeiro,SANTA CRUZ,Oportunidades de EMPREGO,VAGA PARA DENTISTA ATUANDO EM PROTESE - FALAR COM MONALISA E JACQUELINE ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57803
Rio de Janeiro,Barra da Tijuca,Oportunidades de EMPREGO,Vaga para ASB (com CRO ativo) com experiência em toda a rotina de consultório para trabalhar de segunda à sexta-feira em consultório na Barra da Tijuca.Carteira assinada. Idade mínima de 35 anos.Currículo por email para nobiliodonto@gmail.com,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57807
Rio de Janeiro,Centro,Oportunidades de EMPREGO,Preciso de clinico geral especialista em prótese com certificado favor enviar CV pra riodentists@gmail.com,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57822
Rio de Janeiro,Maré ,Oportunidades de EMPREGO,Preciso de endodontista para atender em consultório na entrada da comunidade da Maré rua em frente à linha amarela sem perigo. Favor entre em contato ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57824
Rio de Janeiro,Madureira,Oportunidades de EMPREGO,Precisa-se de Endo com experiência em PLANOS E PARTICULARES para atendimento em clinica de bom padrão em MadureiraPOLO 1INICIO IMEDIATO. Enviar currículo por e-mail: consultoriodentinho@hotmail.com. ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57828
Rio de Janeiro,Copacabana ,Oportunidades de EMPREGO,Endodontista com especialidade e que faca clinica geral 1 x por semana  horario integralgarantimos um fixo  pontual e caprichosaENVIAR whatsapp p 987411658 ou enviar curriculo por email . NAO LIGAR P ESSE NUMEROobrigada,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57829
Rio de Janeiro,Ilha do governador / Tijuca ,Oportunidades de EMPREGO,Vaga para assistente de clínica odontológica com experiência anterior comprovado em clínica popular . A pessoa será responsável por fazer o faturamento  telemarketing com paciente cobrança de metas e controle de materiais . Enviar curriculum e mail,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57840
Rio de Janeiro,Ilha do governador ,Oportunidades de EMPREGO,Vaga da recepcionista de clínica odontológica com experiência anterior comprovada em clínica popular que esteja acostumada a trabalhar com metas . Interessados enviar curriculum para e mail . Salário + gratificação ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57841
Rio de Janeiro,Bonsucesso ,Oportunidades de EMPREGO,PRECISO PARA COMEÇO IMEDIATO DE CLÍNICO GERAL PARA TRABALHAR. TEL:98724-6972 ( celular e Whatsapp).,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57843
Rio de Janeiro,Copacabana e Tijuca,Oportunidades de EMPREGO,Vaga para especialistas em prótese em clínicas de Copacabana e Tijuca. Favor enviar currículos por email.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57860
Rio de Janeiro,São Cristóvão ,Oportunidades de EMPREGO,Clínica de grande porte precisa de periodontista com experiência que possa atuar em São Cristóvão  ! Atendimentos de particular e convênios ! Interessados podem me chamar in box WhatsApp! Somente os que realmente preencherem as observações.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57864
Rio de Janeiro,São joão de meriti,Oportunidades de EMPREGO,vaga para endodontistacentro de são joão de meritiuma vez na semana particular e plano ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57868
Rio de Janeiro,Botafogo,Oportunidades de EMPREGO,Vaga para ortodontista em botafogo. Clinica nova com bastante movimento. Damos todo material. Favor enviar curriculo com dias disponíveis para o email draraquel.odcbotafogo@gmail.com ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57871
Rio de Janeiro,Botafogo,Oportunidades de EMPREGO,Contrata-se odontopediatra com experiencia para clinica com grande movimento em Botafogo. Favor enviar curriculo para draraquel.odcbotafogo@gmail.com . Favor escrever o dia disponivel.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57872
Rio de Janeiro,rocinha,Oportunidades de EMPREGO,Preciso de clinico geral para terça quarta e quinta. Somente pacientes particulares.inicio imediato! Falar com Marcia.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57875
Rio de Janeiro,Engenho Novo,Oportunidades de EMPREGO, Precisa -  clínicos protesistasendodontistas ortodontistas odontopediatra cirurgia oral menor periodontistas.Com experiência para compor a nossa equipe odontocompany engenho novo. ligar 970410362. Dr.Rosangela  ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57886
Rio de Janeiro,MADUREIRA,Oportunidades de EMPREGO,PRECISA-SE DE ORTODONTISTA.CLÍNICA DE GRANDE PORTE. ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58058
Rio de Janeiro,Campo Grande ,Oportunidades de EMPREGO,Preciso com urgência de endodontista para trabalhar 1x por semana no calçadão de Campo Grande ( não é clínica popular) Dia a combinar. Entrar em contato com Dra Natália pelo WhatsApp (24) 981404049,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57946
Rio de Janeiro,COPACABANA,Oportunidades de EMPREGO,CLÍNICA ODONTOCOMPANY COPACABANA PRECISA DE ODONTOPEDIATRA COM EXPERIÊNCIA.PREFERÊNCIA PARA QUEM JÁ TENHA OU TRABALHE EM ODONTOCOMPANY.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58057
Rio de Janeiro,Madureira,Oportunidades de EMPREGO,Buscamos CD com atuação clínica disponibilidade de ao menos 3 turnos semanais empatia boa comunicação vontade de aprender e crescer são fundamentais. CV pelo e-mail.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57905
Rio de Janeiro,CAMPO GRANDE,Oportunidades de EMPREGO,CLINICO GERAL para atendimentos particular em clinica de médio padrão no calçadão interessados enviar email pablotavaresfernandes@hotmail.com ou watsapp: 21 968450182,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57906
Rio de Janeiro,Vila da Penha,Oportunidades de EMPREGO,                                           VAGAS:ASB-1 Vaga com experiencia comprovada.Recepcionista-1 Vaga com experiencia comprovada.(Em redes odontológicas/convênios e metas.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57914
Rio de Janeiro,São Cristóvão,Oportunidades de EMPREGO,Preciso de uma oportunidade de empreg. tenho experiência sou pontual tenho noção com recepção etc.q seja 3 dia na semana ou 2fa6f 9hs as 18hs não trabalho sábado.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57918
Rio de Janeiro,Itanhangá ,Oportunidades de EMPREGO,Dentista para trabalhar as 4FS E SÁBADOS em clinica na Muzema e Tijuquinha que NÃO seja recem formado.Favor entrar em  contato exclusivamente pelo Whatsapp. Sabrina 992031464Aline 988443874,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57921
Rio de Janeiro,CAMPO GRANDE,Oportunidades de EMPREGO,PROCURO ENDODONTISTA PARA TRABALHAR COM PARTICULAR E CONVÊNIOS CLINICA  EM CAMPO GRANDE. OS INTERESSADOS ENVIAR O CV PELO EMAIL: ORTHOOMEGA1@GMAIL.COM,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57922
Rio de Janeiro,Campo grande,Oportunidades de EMPREGO,Atuante na área da saúde bucal realizando a esterilização de utensílios cirúrgicos atendimento ao cliente cadastro e atualização de cadastro de cliente. Estou disponível e precisando muito será meu primeiro emprego,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57930
Rio de Janeiro,Vila da penha,Oportunidades de EMPREGO,Procuro dentista com experiência comprovada em prótese dentária para convênios e particulares. Para trabalhar na Vila da Penha. Horário a combinar ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57962
Rio de Janeiro,Ilha do Governador,Oportunidades de EMPREGO,Oportunidades : Clínica na Ilha do Governador está selecionando para início imediato dentistas e Recepcionistas.Dentistas para todas as áreas de atuaçoes com experiências. Contato pe Watzapp . Favor deixar seu currículo,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57971
Rio de Janeiro,Ilha do Governador,Oportunidades de EMPREGO,Clínica Odontológica contrata para início imediato ASB e Recepcionistas com experiência em planos de saúde e toda rotina ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57972
Rio de Janeiro,Realengo,Oportunidades de EMPREGO,Oportunidade para CLÍNICO-GERAL E PROTESISTA clínica em Bangu com ótima estrutura física e profissionais de apoio trabalhamos com convênios e particular. Currículos por email notificando os dias disponíveis para: fatima.costa.jc@gmail.com ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57976
Rio de Janeiro,Vila Valqueire,Oportunidades de EMPREGO,Endodontista com mais de 03 anos de graduação. Clínica em Vila Valqueire horários a combinar.  Início imediato. Enviar Curriculum Vitae para o e-mail odontocrivel@gmail.com  ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57980
Rio de Janeiro,Ilha do Governador,Oportunidades de EMPREGO,Clínica particular na Ilha do Governador procura Clínico Geral. Dias e horários a combinar. Enviar currículo para o e-mail que consta no anúncio.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57983
Rio de Janeiro,Tijuca,Oportunidades de EMPREGO,CLÍNICO E ESPECIALISTA.CLÍNICA PARTICULAR.DE 2 A 8 ANOS DE FORMADO.EXCELENTE RELACIONAMENTO INTERPESSOAL.PROATIVO.VONTADE DE APRENDER E CRESCER COM A EMPRESA SÃO ESSENCIAIS.CV PARA O E-MAIL. CONTATO SÓ POR WHATSAPP.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57990
Rio de Janeiro,Ilha do Governador,Oportunidades de EMPREGO,Tenho vaga todos os dias para ortodontistas ou para quem tem atualização em ortodontia com experiência.Clínica com 15 anos e excelência em ortodontia autoligável.Cel 985016489 ou e-mail fabianorez@gmail.com.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57991
Rio de Janeiro,Méier ,Oportunidades de EMPREGO,Vaga para Asb apenas com experiência em auxiliar cirurgiaimplantes e componentes. Trabalhar 4 dias Méier e 2 dias em Campo Grande. Apenas com experiência enviar currículo para 983703366.Carlos.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57995
Rio de Janeiro,CENTRO,Oportunidades de EMPREGO,ENDODONTISTA para atendimento a convênios e particulares. Clínica fundada há mais de 10 anos com grande volume de pacientes. ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57996
Rio de Janeiro,Rocinha,Oportunidades de EMPREGO,Clínica Odontológica SORRIA ROCINHA na Estrada da Gávea próxima Via Ápia dispõe de horários para Clínicos Gerais e Endodontista.Horários disponíveis para início imediato.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=57997
Rio de Janeiro,Todos,Oportunidades de EMPREGO,Busco oportunidade para ASB freelance tenho bastante experiência na área sou ágil no desempenho da minha função organizada e com iniciativa. Com disponibilidade de horário.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58053
Rio de Janeiro,Barra da Tijuca,Oportunidades de EMPREGO,Vaga para Ortodontista para 1 dia por mês na unidade da Barra da Tijuca.Contato WhatsApp: (21) 98121-5495,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58000
Rio de Janeiro,Jacarepagua,Oportunidades de EMPREGO,Clínica Iluminart Odontologia na Freguesia contrata Auxiliar de Saúde Bucal para compor a nossa equipe. Pré requisito: Ter experiência em clínica odontológica. Por favor enviar o currículo por e-mail com foto para seleção. Contrato imediato,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58052
Rio de Janeiro,Barra da Tijuca,Oportunidades de EMPREGO,Precisa de ASB com experiência em atendimento ao público atuando na recepção e solicitações junto aos convênios para consultório Médico-Odontológico na Barra da Tijuca.Favor enviar o currículo para o e-mail.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58007
Rio de Janeiro,BARRA DA TIJUCA,Oportunidades de EMPREGO,Precisamos de ASB com experiência e disponibilidade de horário para trabalhar em clínica na Barra da Tijuca.Encaminhar currículo se possível com foto para odontosupreme@gmail.com.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58005
Rio de Janeiro,Barra da Tijuca,Oportunidades de EMPREGO,Precisa-se de ENDODONTISTA especialista com título para atendimentos particulares e de convênios em consultório de alto padrão na Barra da Tijuca.Honorários a combinar.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58008
Rio de Janeiro,Ipanema,Oportunidades de EMPREGO,Epecialista em ENDODONTIA com experiênciacapricho e pontualidadee que também realize alguns trabalhos de clínica geral para parceria em consultório em Ipanema.Curriculum por Whatsapp 21 98701-8200 ou e-mail: valsanna@ig.com.br (não ligar).,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58019
Rio de Janeiro,Dell Castilho  Jacarezinho,Oportunidades de EMPREGO,Endodontista ortodontistaclínico geral e protético com experiência. Atendimento somente particular. Ótimo movimento.Tel :3297-0424 / 99026-0024 ou currículo por e-mail .,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58023
Rio de Janeiro,IRAJA,Oportunidades de EMPREGO,Precisa-se de ORTODONTISTA ESPECIALISTA técnica Edgewise para trabalhar um ou mais dias na semana e que seja invisalign Doctor. Inicio imediato. ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58024
Rio de Janeiro,RIO COMPRIDO,Oportunidades de EMPREGO,CLÍNICA no RIO COMPRIDO CONTRATA CLÍNICO GERAL COM PELO MENOS 2 ANOS DE EXPERIÊNCIA EM DENTÍSTICA PRÓTESE E CIRURGIA P TRABALHAR  NAS QUINTAS-FEIRAS.INTERESSADOS ENVIAR CURRÍCULO P : siqueiraorto@hotmail.com,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58025
Rio de Janeiro,VILA  DA PENHA,Oportunidades de EMPREGO,CONTRATA-SE CLÍNICO GERAL PARA ÀS SEGUNDAS-FEIRAS. CLÍNICA RECÉM INAUGURADA LOCALIZADA NA VILA DA PENHA.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58028
Rio de Janeiro,Freguesia - JPA,Oportunidades de EMPREGO,Vaga para ENDODONTISTA para atendimento de plano amil e particular. atendimentos todas às terças-feiras.Favor enviar currículo por e-mail.,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58038
Rio de Janeiro,Del castilho,Oportunidades de EMPREGO,Clínica necessita ASB com experiência em recepção; convênios.Interesssada enviar cv contatosorridente @ gmail.com,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58039
Rio de Janeiro,curicica-jacarepagua,Oportunidades de EMPREGO,ENDODONTISTA-ofereço oportunidade às quartas-feiras para atendimento a pacientes particulares e convêniosdamos todo material básico.Consultório na Curicica/JPA. Enviar CV:dralianagvmoraes@gmail.com (987533272),http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58040
Rio de Janeiro,Campo Grande ,Oportunidades de EMPREGO,ENDODONTISTA para clínica multidisciplinaralto padrãono calçadão de Campo Grande23 anos de mercado.Currículo com disponibilidade de horário para cv.dentista@ig.com.br ou por WhatsApp (21)99985-6860,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58042
Rio de Janeiro,Barra da Tijuca ,Oportunidades de EMPREGO,Buco-maxilo-facial início  imediato.Consultório na Avenida Embaixador Abelardo Bueno 1 ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58043
Rio de Janeiro,Barra da Tijuca ,Oportunidades de EMPREGO,Endodontista qq dia da semana consultório Avenida Embaixador Abelardo Bueno 1 ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58044
Rio de Janeiro,Recreio dos Bandeirantes ,Oportunidades de EMPREGO,Prescisa-se de ASB. Enviar CURRÍCULO POR E-MAIL.giseleportelanascimento@gmail.com ,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58047
Rio de Janeiro,Maré ,Oportunidades de EMPREGO,Preciso de clínico geral para trabalhar 3 x na semana em clínica localizada na entrada da comunidade da Mare rua tranquila em frente à linha amarela...Não trabalhamos com plano... Interessados entrar em contato via WhatsApp 96444-3835,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58048
Rio de Janeiro,Penha,Oportunidades de EMPREGO,Seleção para Clínico Geral para dia de segunda-feira. Enviar currículo: sorriamaisrio@gmail.com,http://www.sistemas-cro-rj.org.br/classificados/anuncio_view.php?id=58050
